,driverId,grid,positionOrder,points,statusId,year,round,top3_driver_season_percentage,top_3,driver_avg_finish_pos_season,Constructor_Top3_Percent,round_max_last_szn,top3_driver_season_percentage_lag,driver_avg_finish_pos_season_lag,Constructor_Top3_Percent_lag,round_lag
19881,579,1,1,9.0,1,1951-01-01,1,0.0,True,0.0,0.0,7.0,50.0,4.780487804878049,83.33333333333334,7.0
19882,579,1,1,9.0,1,1951-01-01,1,0.0,True,0.0,0.0,7.0,50.0,4.780487804878049,83.33333333333334,7.0
19883,641,6,2,6.0,1,1951-01-01,1,0.0,True,0.0,0.0,7.0,0.0,6.583333333333333,83.33333333333334,7.0
19884,642,2,3,4.0,1,1951-01-01,1,0.0,True,0.0,0.0,7.0,33.33333333333333,5.962962962962963,83.33333333333334,7.0
19885,763,4,4,3.0,11,1951-01-01,1,0.0,False,0.0,0.0,7.0,0.0,7.75,83.33333333333334,7.0
19886,640,5,5,2.0,12,1951-01-01,1,0.0,False,0.0,0.0,7.0,0.0,12.142857142857142,8.333333333333332,7.0
19887,647,7,6,0.0,12,1951-01-01,1,0.0,False,0.0,0.0,7.0,16.666666666666664,8.5,16.666666666666664,7.0
19888,647,7,6,0.0,12,1951-01-01,1,0.0,False,0.0,0.0,7.0,16.666666666666664,8.5,16.666666666666664,7.0
19889,589,19,7,0.0,12,1951-01-01,1,0.0,False,0.0,0.0,7.0,16.666666666666664,13.538461538461538,8.333333333333332,7.0
19891,627,8,9,0.0,13,1951-01-01,1,0.0,False,0.0,0.0,7.0,33.33333333333333,11.068965517241379,16.666666666666664,7.0
19892,741,12,10,0.0,13,1951-01-01,1,0.0,False,0.0,0.0,7.0,0.0,11.2,16.666666666666664,7.0
19895,660,18,13,0.0,17,1951-01-01,1,0.0,False,0.0,0.0,7.0,0.0,11.31578947368421,16.666666666666664,7.0
19896,764,21,14,0.0,45,1951-01-01,1,0.0,False,0.0,0.0,7.0,0.0,11.5,16.666666666666664,7.0
19897,687,9,15,0.0,3,1951-01-01,1,0.0,False,0.0,0.0,7.0,16.666666666666664,14.777777777777779,16.666666666666664,7.0
19898,765,11,16,0.0,3,1951-01-01,1,0.0,False,0.0,0.0,7.0,0.0,16.0,16.666666666666664,7.0
19937,642,2,1,8.0,1,1951-01-01,3,50.0,True,6.4,50.0,7.0,33.33333333333333,5.962962962962963,83.33333333333334,7.0
19938,647,4,2,6.0,1,1951-01-01,3,0.0,True,11.0,25.0,7.0,16.666666666666664,8.5,16.666666666666664,7.0
19939,647,4,2,6.0,1,1951-01-01,3,0.0,True,11.0,25.0,7.0,16.666666666666664,8.5,16.666666666666664,7.0
19941,627,7,4,3.0,12,1951-01-01,3,0.0,False,13.142857142857142,0.0,7.0,33.33333333333333,11.068965517241379,16.666666666666664,7.0
19944,660,11,7,0.0,13,1951-01-01,3,0.0,False,10.333333333333334,0.0,7.0,0.0,11.31578947368421,16.666666666666664,7.0
19945,773,13,8,0.0,14,1951-01-01,3,0.0,False,0.0,0.0,7.0,0.0,8.25,16.666666666666664,7.0
19946,579,1,9,1.0,14,1951-01-01,3,50.0,False,4.857142857142857,50.0,7.0,50.0,4.780487804878049,83.33333333333334,7.0
19947,579,1,9,1.0,14,1951-01-01,3,50.0,False,4.857142857142857,50.0,7.0,50.0,4.780487804878049,83.33333333333334,7.0
19948,589,9,10,0.0,5,1951-01-01,3,0.0,False,13.666666666666666,0.0,7.0,16.666666666666664,13.538461538461538,8.333333333333332,7.0
19949,763,6,11,0.0,21,1951-01-01,3,0.0,False,4.0,50.0,7.0,0.0,7.75,83.33333333333334,7.0
19950,641,5,12,0.0,7,1951-01-01,3,50.0,False,3.6666666666666665,25.0,7.0,0.0,6.583333333333333,83.33333333333334,7.0
19951,741,10,13,0.0,7,1951-01-01,3,0.0,False,9.0,0.0,7.0,0.0,11.2,16.666666666666664,7.0
19952,786,7,1,4.0,1,1951-01-01,4,0.0,True,7.0,50.0,7.0,66.66666666666666,4.571428571428571,83.33333333333334,7.0
19953,647,6,2,3.0,1,1951-01-01,4,33.33333333333333,True,7.777777777777778,50.0,7.0,16.666666666666664,8.5,16.666666666666664,7.0
19954,647,6,2,3.0,1,1951-01-01,4,33.33333333333333,True,7.777777777777778,50.0,7.0,16.666666666666664,8.5,16.666666666666664,7.0
19957,642,2,5,2.0,14,1951-01-01,4,66.66666666666666,False,5.5,50.0,7.0,33.33333333333333,5.962962962962963,83.33333333333334,7.0
19958,589,8,6,0.0,16,1951-01-01,4,0.0,False,13.142857142857142,0.0,7.0,16.666666666666664,13.538461538461538,8.333333333333332,7.0
19961,764,19,9,0.0,45,1951-01-01,4,0.0,False,14.0,0.0,7.0,0.0,11.5,16.666666666666664,7.0
19962,763,5,10,0.0,124,1951-01-01,4,0.0,False,7.5,50.0,7.0,0.0,7.75,83.33333333333334,7.0
19963,579,1,11,0.0,115,1951-01-01,4,33.33333333333333,False,5.411764705882353,50.0,7.0,50.0,4.780487804878049,83.33333333333334,7.0
19964,579,1,11,0.0,115,1951-01-01,4,33.33333333333333,False,5.411764705882353,50.0,7.0,50.0,4.780487804878049,83.33333333333334,7.0
19965,660,12,12,0.0,3,1951-01-01,4,0.0,False,9.833333333333334,0.0,7.0,0.0,11.31578947368421,16.666666666666664,7.0
19966,627,13,13,0.0,7,1951-01-01,4,0.0,False,12.3,0.0,7.0,33.33333333333333,11.068965517241379,16.666666666666664,7.0
19967,741,10,14,0.0,5,1951-01-01,4,0.0,False,10.0,0.0,7.0,0.0,11.2,16.666666666666664,7.0
19970,427,18,17,0.0,5,1951-01-01,4,0.0,False,8.333333333333334,0.0,7.0,0.0,10.898305084745763,0.0,7.0
19971,647,3,18,0.0,6,1951-01-01,4,33.33333333333333,False,7.777777777777778,50.0,7.0,16.666666666666664,8.5,16.666666666666664,7.0
19972,647,3,18,0.0,6,1951-01-01,4,33.33333333333333,False,7.777777777777778,50.0,7.0,16.666666666666664,8.5,16.666666666666664,7.0
19974,626,23,20,0.0,5,1951-01-01,4,0.0,False,11.0,0.0,7.0,0.0,12.473684210526315,0.0,7.0
19976,640,16,22,0.0,7,1951-01-01,4,0.0,False,9.333333333333334,0.0,7.0,0.0,12.142857142857142,8.333333333333332,7.0
19977,687,20,23,0.0,5,1951-01-01,4,0.0,False,17.5,50.0,7.0,16.666666666666664,14.777777777777779,16.666666666666664,7.0
20231,579,7,1,5.0,1,1951-01-01,4,33.33333333333333,True,5.411764705882353,50.0,7.0,50.0,4.780487804878049,83.33333333333334,7.0
20232,579,7,1,5.0,1,1951-01-01,4,33.33333333333333,True,5.411764705882353,50.0,7.0,50.0,4.780487804878049,83.33333333333334,7.0
20234,786,1,11,0.0,115,1951-01-01,4,0.0,False,7.0,50.0,7.0,66.66666666666666,4.571428571428571,83.33333333333334,7.0
19979,579,2,2,6.0,1,1951-01-01,5,50.0,True,5.961538461538462,62.5,7.0,50.0,4.780487804878049,83.33333333333334,7.0
19980,579,2,2,6.0,1,1951-01-01,5,50.0,True,5.961538461538462,62.5,7.0,50.0,4.780487804878049,83.33333333333334,7.0
19982,697,7,4,3.0,13,1951-01-01,5,0.0,False,6.666666666666667,62.5,7.0,0.0,10.555555555555555,0.0,7.0
19984,763,6,6,0.0,16,1951-01-01,5,0.0,False,8.333333333333334,62.5,7.0,0.0,7.75,83.33333333333334,7.0
19987,687,8,9,0.0,17,1951-01-01,5,0.0,False,18.5,75.0,7.0,16.666666666666664,14.777777777777779,16.666666666666664,7.0
19988,627,9,10,0.0,17,1951-01-01,5,0.0,False,11.176470588235293,0.0,7.0,33.33333333333333,11.068965517241379,16.666666666666664,7.0
19991,660,14,13,0.0,88,1951-01-01,5,0.0,False,11.363636363636363,0.0,7.0,0.0,11.31578947368421,16.666666666666664,7.0
19992,642,3,14,1.0,8,1951-01-01,5,50.0,False,5.368421052631579,62.5,7.0,33.33333333333333,5.962962962962963,83.33333333333334,7.0
19994,647,4,16,0.0,6,1951-01-01,5,50.0,False,8.666666666666666,75.0,7.0,16.666666666666664,8.5,16.666666666666664,7.0
19995,647,4,16,0.0,6,1951-01-01,5,50.0,False,8.666666666666666,75.0,7.0,16.666666666666664,8.5,16.666666666666664,7.0
19997,747,15,18,0.0,5,1951-01-01,5,0.0,False,15.0,0.0,7.0,0.0,20.333333333333332,8.333333333333332,7.0
19998,589,13,19,0.0,23,1951-01-01,5,0.0,False,11.88888888888889,0.0,7.0,16.666666666666664,13.538461538461538,8.333333333333332,7.0
20000,647,1,1,8.0,1,1951-01-01,6,40.0,True,9.571428571428571,80.0,7.0,16.666666666666664,8.5,16.666666666666664,7.0
20001,647,1,1,8.0,1,1951-01-01,6,40.0,True,9.571428571428571,80.0,7.0,16.666666666666664,8.5,16.666666666666664,7.0
20002,579,3,2,7.0,1,1951-01-01,6,60.0,True,5.515151515151516,60.0,7.0,50.0,4.780487804878049,83.33333333333334,7.0
20003,579,3,2,7.0,1,1951-01-01,6,60.0,True,5.515151515151516,60.0,7.0,50.0,4.780487804878049,83.33333333333334,7.0
20006,641,6,5,2.0,1,1951-01-01,6,20.0,False,7.5,80.0,7.0,0.0,6.583333333333333,83.33333333333334,7.0
20008,626,9,7,0.0,11,1951-01-01,6,0.0,False,13.153846153846153,0.0,7.0,0.0,12.473684210526315,0.0,7.0
20009,627,15,8,0.0,11,1951-01-01,6,0.0,False,11.130434782608695,0.0,7.0,33.33333333333333,11.068965517241379,16.666666666666664,7.0
20010,773,19,9,0.0,12,1951-01-01,6,0.0,False,7.5,0.0,7.0,0.0,8.25,16.666666666666664,7.0
20012,660,18,11,0.0,13,1951-01-01,6,0.0,False,11.4375,0.0,7.0,0.0,11.31578947368421,16.666666666666664,7.0
20014,427,14,13,0.0,5,1951-01-01,6,0.0,False,10.0,0.0,7.0,0.0,10.898305084745763,0.0,7.0
20015,697,10,14,0.0,121,1951-01-01,6,0.0,False,8.0,60.0,7.0,0.0,10.555555555555555,0.0,7.0
20017,756,7,16,0.0,3,1951-01-01,6,0.0,False,0.0,60.0,7.0,0.0,20.0,8.333333333333332,7.0
20019,642,4,18,0.0,25,1951-01-01,6,40.0,False,5.695652173913044,60.0,7.0,33.33333333333333,5.962962962962963,83.33333333333334,7.0
20020,741,21,19,0.0,6,1951-01-01,6,0.0,False,11.0,0.0,7.0,0.0,11.2,16.666666666666664,7.0
20021,589,13,20,0.0,80,1951-01-01,6,0.0,False,12.818181818181818,0.0,7.0,16.666666666666664,13.538461538461538,8.333333333333332,7.0
20023,640,16,22,0.0,5,1951-01-01,6,0.0,False,10.75,0.0,7.0,0.0,12.142857142857142,8.333333333333332,7.0
20024,647,3,1,8.0,1,1951-01-01,7,50.0,True,8.5,83.33333333333334,7.0,16.666666666666664,8.5,16.666666666666664,7.0
20025,647,3,1,8.0,1,1951-01-01,7,50.0,True,8.5,83.33333333333334,7.0,16.666666666666664,8.5,16.666666666666664,7.0
20027,697,7,3,2.0,11,1951-01-01,7,0.0,True,10.555555555555555,58.333333333333336,7.0,0.0,10.555555555555555,0.0,7.0
20029,641,6,5,2.0,12,1951-01-01,7,16.666666666666664,False,6.583333333333333,83.33333333333334,7.0,0.0,6.583333333333333,83.33333333333334,7.0
20031,627,15,7,0.0,17,1951-01-01,7,0.0,False,11.068965517241379,0.0,7.0,33.33333333333333,11.068965517241379,16.666666666666664,7.0
20033,762,18,9,0.0,53,1951-01-01,7,0.0,False,16.0,0.0,7.0,0.0,16.0,8.333333333333332,7.0
20034,579,1,10,0.0,5,1951-01-01,7,66.66666666666666,False,4.780487804878049,58.333333333333336,7.0,50.0,4.780487804878049,83.33333333333334,7.0
20035,579,1,10,0.0,5,1951-01-01,7,66.66666666666666,False,4.780487804878049,58.333333333333336,7.0,50.0,4.780487804878049,83.33333333333334,7.0
20036,427,12,11,0.0,5,1951-01-01,7,0.0,False,10.898305084745763,0.0,7.0,0.0,10.898305084745763,0.0,7.0
20037,626,13,12,0.0,5,1951-01-01,7,0.0,False,12.473684210526315,0.0,7.0,0.0,12.473684210526315,0.0,7.0
20038,589,17,13,0.0,80,1951-01-01,7,0.0,False,13.538461538461538,0.0,7.0,16.666666666666664,13.538461538461538,8.333333333333332,7.0
20039,773,20,14,0.0,5,1951-01-01,7,0.0,False,8.25,0.0,7.0,0.0,8.25,16.666666666666664,7.0
20041,642,2,16,0.0,5,1951-01-01,7,33.33333333333333,False,5.962962962962963,58.333333333333336,7.0,33.33333333333333,5.962962962962963,83.33333333333334,7.0
20042,660,21,17,0.0,94,1951-01-01,7,0.0,False,11.31578947368421,0.0,7.0,0.0,11.31578947368421,16.666666666666664,7.0
20043,640,9,18,0.0,126,1951-01-01,7,0.0,False,12.142857142857142,58.333333333333336,7.0,0.0,12.142857142857142,8.333333333333332,7.0
20044,687,19,19,0.0,121,1951-01-01,7,0.0,False,14.777777777777779,83.33333333333334,7.0,16.666666666666664,14.777777777777779,16.666666666666664,7.0
20235,642,7,3,3.0,11,1951-01-01,7,33.33333333333333,True,5.962962962962963,58.333333333333336,7.0,33.33333333333333,5.962962962962963,83.33333333333334,7.0
20048,579,2,1,9.0,1,1951-01-01,8,57.14285714285714,True,4.918367346938775,64.28571428571429,7.0,50.0,4.780487804878049,83.33333333333334,7.0
20049,579,2,1,9.0,1,1951-01-01,8,57.14285714285714,True,4.918367346938775,64.28571428571429,7.0,50.0,4.780487804878049,83.33333333333334,7.0
20051,642,4,3,4.0,1,1951-01-01,8,42.857142857142854,True,6.212121212121212,64.28571428571429,7.0,33.33333333333333,5.962962962962963,83.33333333333334,7.0
20052,647,1,4,3.0,12,1951-01-01,8,57.14285714285714,False,8.333333333333334,85.71428571428571,7.0,16.666666666666664,8.5,16.666666666666664,7.0
20053,647,1,4,3.0,12,1951-01-01,8,57.14285714285714,False,8.333333333333334,85.71428571428571,7.0,16.666666666666664,8.5,16.666666666666664,7.0
20054,697,8,5,2.0,12,1951-01-01,8,14.285714285714285,False,10.75,64.28571428571429,7.0,0.0,10.555555555555555,0.0,7.0
20055,640,6,6,0.0,14,1951-01-01,8,0.0,False,11.705882352941176,64.28571428571429,7.0,0.0,12.142857142857142,8.333333333333332,7.0
20056,627,20,7,0.0,16,1951-01-01,8,0.0,False,10.515151515151516,0.0,7.0,33.33333333333333,11.068965517241379,16.666666666666664,7.0
20057,741,13,8,0.0,17,1951-01-01,8,0.0,False,10.636363636363637,0.0,7.0,0.0,11.2,16.666666666666664,7.0
20058,626,9,9,0.0,17,1951-01-01,8,0.0,False,13.041666666666666,0.0,7.0,0.0,12.473684210526315,0.0,7.0
20062,660,15,13,0.0,3,1951-01-01,8,0.0,False,12.227272727272727,0.0,7.0,0.0,11.31578947368421,16.666666666666664,7.0
20063,641,7,14,0.0,36,1951-01-01,8,14.285714285714285,False,6.6,85.71428571428571,7.0,0.0,6.583333333333333,83.33333333333334,7.0
20064,427,11,15,0.0,5,1951-01-01,8,0.0,False,11.126760563380282,0.0,7.0,0.0,10.898305084745763,0.0,7.0
20067,589,12,18,0.0,80,1951-01-01,8,0.0,False,14.066666666666666,0.0,7.0,16.666666666666664,13.538461538461538,8.333333333333332,7.0
20068,669,19,19,0.0,5,1951-01-01,8,0.0,False,11.875,0.0,7.0,0.0,9.928571428571429,8.333333333333332,7.0
19670,641,2,1,9.0,1,1952-01-01,1,0.0,True,0.0,0.0,8.0,14.285714285714285,6.6,85.71428571428571,8.0
19675,640,8,6,0.0,14,1952-01-01,1,0.0,False,0.0,0.0,8.0,0.0,11.705882352941176,64.28571428571429,8.0
19678,669,11,9,0.0,5,1952-01-01,1,0.0,False,0.0,0.0,8.0,0.0,11.875,0.0,8.0
19679,609,4,10,0.0,121,1952-01-01,1,0.0,False,0.0,0.0,8.0,0.0,15.25,0.0,8.0
19683,626,3,14,0.0,21,1952-01-01,1,0.0,False,0.0,0.0,8.0,0.0,13.041666666666666,0.0,8.0
19684,642,1,15,0.0,121,1952-01-01,1,0.0,False,0.0,0.0,8.0,42.857142857142854,6.212121212121212,64.28571428571429,8.0
19689,627,20,20,0.0,3,1952-01-01,1,0.0,False,0.0,0.0,8.0,0.0,10.515151515151516,0.0,8.0
20236,642,4,10,0.0,121,1952-01-01,1,0.0,False,0.0,0.0,8.0,42.857142857142854,6.212121212121212,64.28571428571429,8.0
19721,647,19,31,0.0,36,1952-01-01,2,0.0,False,7.333333333333333,100.0,8.0,57.14285714285714,8.333333333333334,85.71428571428571,8.0
19724,647,1,1,9.0,1,1952-01-01,3,0.0,True,11.0,50.0,8.0,57.14285714285714,8.333333333333334,85.71428571428571,8.0
19725,642,2,2,6.0,1,1952-01-01,3,0.0,True,6.4,50.0,8.0,42.857142857142854,6.212121212121212,64.28571428571429,8.0
19726,626,4,3,4.0,1,1952-01-01,3,0.0,True,12.6,25.0,8.0,0.0,13.041666666666666,0.0,8.0
19731,660,19,8,0.0,13,1952-01-01,3,0.0,False,10.333333333333334,25.0,8.0,0.0,12.227272727272727,0.0,8.0
19733,669,18,10,0.0,14,1952-01-01,3,0.0,False,8.75,0.0,8.0,0.0,11.875,0.0,8.0
19740,641,3,17,0.0,3,1952-01-01,3,50.0,False,3.6666666666666665,50.0,8.0,14.285714285714285,6.6,85.71428571428571,8.0
19743,627,17,20,0.0,7,1952-01-01,3,0.0,False,13.142857142857142,50.0,8.0,0.0,10.515151515151516,0.0,8.0
19746,647,1,1,9.0,1,1952-01-01,4,33.33333333333333,True,7.777777777777778,66.66666666666666,8.0,57.14285714285714,8.333333333333334,85.71428571428571,8.0
19747,642,2,2,6.0,11,1952-01-01,4,33.33333333333333,True,5.5,66.66666666666666,8.0,42.857142857142854,6.212121212121212,64.28571428571429,8.0
19748,641,3,3,4.0,12,1952-01-01,4,33.33333333333333,True,8.0,66.66666666666666,8.0,14.285714285714285,6.6,85.71428571428571,8.0
19749,626,5,4,3.0,13,1952-01-01,4,33.33333333333333,False,11.0,33.33333333333333,8.0,0.0,13.041666666666666,0.0,8.0
19750,427,6,5,2.0,15,1952-01-01,4,0.0,False,8.333333333333334,0.0,8.0,0.0,11.126760563380282,0.0,8.0
19753,741,18,8,0.0,17,1952-01-01,4,0.0,False,10.0,0.0,8.0,0.0,10.636363636363637,0.0,8.0
19755,704,10,10,0.0,19,1952-01-01,4,0.0,False,9.0,0.0,8.0,0.0,10.727272727272727,0.0,8.0
19758,669,7,13,0.0,109,1952-01-01,4,0.0,False,8.5,33.33333333333333,8.0,0.0,11.875,0.0,8.0
19760,640,12,15,0.0,23,1952-01-01,4,0.0,False,9.333333333333334,0.0,8.0,0.0,11.705882352941176,64.28571428571429,8.0
19762,627,9,17,0.0,5,1952-01-01,4,0.0,False,12.3,66.66666666666666,8.0,0.0,10.515151515151516,0.0,8.0
19763,660,20,18,0.0,5,1952-01-01,4,0.0,False,9.833333333333334,0.0,8.0,0.0,12.227272727272727,0.0,8.0
19766,647,2,1,9.0,1,1952-01-01,5,50.0,True,8.666666666666666,87.5,8.0,57.14285714285714,8.333333333333334,85.71428571428571,8.0
19767,641,3,2,6.0,11,1952-01-01,5,50.0,True,8.285714285714286,87.5,8.0,14.285714285714285,6.6,85.71428571428571,8.0
19771,642,1,6,0.0,13,1952-01-01,5,50.0,False,5.368421052631579,87.5,8.0,42.857142857142854,6.212121212121212,64.28571428571429,8.0
19776,669,10,11,0.0,14,1952-01-01,5,0.0,False,8.0,25.0,8.0,0.0,11.875,0.0,8.0
19779,660,23,14,0.0,16,1952-01-01,5,0.0,False,11.363636363636363,0.0,8.0,0.0,12.227272727272727,0.0,8.0
19784,640,31,19,0.0,19,1952-01-01,5,0.0,False,10.3,0.0,8.0,0.0,11.705882352941176,64.28571428571429,8.0
19791,427,21,26,0.0,6,1952-01-01,5,0.0,False,8.81081081081081,25.0,8.0,0.0,11.126760563380282,0.0,8.0
19794,626,4,29,0.0,8,1952-01-01,5,25.0,False,10.333333333333334,25.0,8.0,0.0,13.041666666666666,0.0,8.0
19798,647,1,1,9.0,1,1952-01-01,6,60.0,True,9.571428571428571,90.0,8.0,57.14285714285714,8.333333333333334,85.71428571428571,8.0
19799,642,2,2,6.0,1,1952-01-01,6,40.0,True,5.695652173913044,90.0,8.0,42.857142857142854,6.212121212121212,64.28571428571429,8.0
19801,641,5,4,3.0,11,1952-01-01,6,60.0,False,7.5,90.0,8.0,14.285714285714285,6.6,85.71428571428571,8.0
19807,660,32,10,0.0,13,1952-01-01,6,0.0,False,11.4375,0.0,8.0,0.0,12.227272727272727,0.0,8.0
19810,626,4,13,0.0,3,1952-01-01,6,20.0,False,13.153846153846153,20.0,8.0,0.0,13.041666666666666,0.0,8.0
19820,427,3,23,0.0,3,1952-01-01,6,0.0,False,10.0,20.0,8.0,0.0,11.126760563380282,0.0,8.0
19822,697,10,25,0.0,2,1952-01-01,6,0.0,False,8.0,0.0,8.0,14.285714285714285,10.75,64.28571428571429,8.0
19828,647,1,1,9.0,1,1952-01-01,7,66.66666666666666,True,8.5,100.0,8.0,57.14285714285714,8.333333333333334,85.71428571428571,8.0
19829,642,2,2,6.0,1,1952-01-01,7,50.0,True,5.962962962962963,100.0,8.0,42.857142857142854,6.212121212121212,64.28571428571429,8.0
19830,633,4,3,4.0,1,1952-01-01,7,0.0,True,9.318181818181818,100.0,8.0,42.857142857142854,9.642857142857142,85.71428571428571,8.0
19832,626,6,5,2.0,13,1952-01-01,7,16.666666666666664,False,12.473684210526315,16.666666666666664,8.0,0.0,13.041666666666666,0.0,8.0
19833,427,5,6,0.0,13,1952-01-01,7,0.0,False,10.898305084745763,16.666666666666664,8.0,0.0,11.126760563380282,0.0,8.0
19846,647,1,1,8.5,1,1952-01-01,8,71.42857142857143,True,8.333333333333334,107.14285714285714,8.0,57.14285714285714,8.333333333333334,85.71428571428571,8.0
19847,498,5,2,6.5,1,1952-01-01,8,0.0,True,7.92,0.0,8.0,57.14285714285714,7.92,85.71428571428571,8.0
19848,633,2,3,4.0,1,1952-01-01,8,14.285714285714285,True,9.642857142857142,107.14285714285714,8.0,42.857142857142854,9.642857142857142,85.71428571428571,8.0
19849,642,3,4,3.0,1,1952-01-01,8,57.14285714285714,False,6.212121212121212,107.14285714285714,8.0,42.857142857142854,6.212121212121212,64.28571428571429,8.0
19850,697,13,5,2.0,11,1952-01-01,8,0.0,False,10.75,0.0,8.0,14.285714285714285,10.75,64.28571428571429,8.0
19851,609,8,6,0.0,11,1952-01-01,8,0.0,False,15.25,107.14285714285714,8.0,0.0,15.25,0.0,8.0
19852,641,6,7,0.0,13,1952-01-01,8,42.857142857142854,False,6.6,107.14285714285714,8.0,14.285714285714285,6.6,85.71428571428571,8.0
19855,627,17,10,0.0,15,1952-01-01,8,0.0,False,10.515151515151516,107.14285714285714,8.0,0.0,10.515151515151516,0.0,8.0
19859,626,7,14,0.0,19,1952-01-01,8,14.285714285714285,False,13.041666666666666,14.285714285714285,8.0,0.0,13.041666666666666,0.0,8.0
19866,427,4,21,0.0,5,1952-01-01,8,0.0,False,11.126760563380282,14.285714285714285,8.0,0.0,11.126760563380282,0.0,8.0
19872,640,0,27,0.0,81,1952-01-01,8,0.0,False,11.705882352941176,0.0,8.0,0.0,11.705882352941176,64.28571428571429,8.0
19880,660,0,35,0.0,81,1952-01-01,8,0.0,False,12.227272727272727,0.0,8.0,0.0,12.227272727272727,0.0,8.0
19446,647,1,1,9.0,1,1953-01-01,1,0.0,True,0.0,0.0,8.0,71.42857142857143,8.333333333333334,107.14285714285714,8.0
19447,633,3,2,6.0,11,1953-01-01,1,0.0,True,0.0,0.0,8.0,14.285714285714285,9.642857142857142,107.14285714285714,8.0
19448,498,5,3,4.0,11,1953-01-01,1,0.0,True,0.0,0.0,8.0,0.0,7.92,0.0,8.0
19449,578,6,4,3.0,11,1953-01-01,1,0.0,False,0.0,0.0,8.0,14.285714285714285,7.473684210526316,7.142857142857142,8.0
19451,554,11,6,0.0,13,1953-01-01,1,0.0,False,0.0,0.0,8.0,14.285714285714285,9.630434782608695,14.285714285714285,8.0
19452,427,7,7,0.0,16,1953-01-01,1,0.0,False,0.0,0.0,8.0,0.0,11.126760563380282,14.285714285714285,8.0
19454,689,12,9,0.0,88,1953-01-01,1,0.0,False,0.0,0.0,8.0,0.0,15.142857142857142,7.142857142857142,8.0
19455,626,8,10,0.0,36,1953-01-01,1,0.0,False,0.0,0.0,8.0,14.285714285714285,13.041666666666666,14.285714285714285,8.0
19457,697,15,12,0.0,7,1953-01-01,1,0.0,False,0.0,0.0,8.0,0.0,10.75,0.0,8.0
19458,642,4,13,0.0,3,1953-01-01,1,0.0,False,0.0,0.0,8.0,57.14285714285714,6.212121212121212,107.14285714285714,8.0
19495,647,1,1,8.0,1,1953-01-01,3,50.0,True,11.0,50.0,8.0,71.42857142857143,8.333333333333334,107.14285714285714,8.0
19496,642,3,2,6.0,1,1953-01-01,3,0.0,True,6.4,50.0,8.0,57.14285714285714,6.212121212121212,107.14285714285714,8.0
19497,697,13,3,2.0,11,1953-01-01,3,0.0,True,12.0,25.0,8.0,0.0,10.75,0.0,8.0
19498,578,6,4,3.0,11,1953-01-01,3,0.0,False,10.1,50.0,8.0,14.285714285714285,7.473684210526316,7.142857142857142,8.0
19499,640,7,5,2.0,12,1953-01-01,3,0.0,False,10.2,25.0,8.0,0.0,11.705882352941176,0.0,8.0
19500,427,12,6,0.0,13,1953-01-01,3,0.0,False,8.444444444444445,0.0,8.0,0.0,11.126760563380282,14.285714285714285,8.0
19501,627,8,7,0.0,14,1953-01-01,3,0.0,False,13.142857142857142,50.0,8.0,0.0,10.515151515151516,107.14285714285714,8.0
19502,581,16,8,0.0,16,1953-01-01,3,0.0,False,9.125,0.0,8.0,0.0,10.516129032258064,0.0,8.0
19503,475,9,9,0.0,17,1953-01-01,3,0.0,False,7.235294117647059,0.0,8.0,0.0,9.120689655172415,0.0,8.0
19504,633,4,10,1.0,37,1953-01-01,3,50.0,False,10.833333333333334,50.0,8.0,14.285714285714285,9.642857142857142,107.14285714285714,8.0
19505,664,14,11,0.0,5,1953-01-01,3,0.0,False,0.0,0.0,8.0,0.0,15.8,0.0,8.0
19507,660,17,13,0.0,62,1953-01-01,3,0.0,False,10.333333333333334,0.0,8.0,0.0,12.227272727272727,0.0,8.0
19510,498,5,16,0.0,109,1953-01-01,3,50.0,False,8.125,25.0,8.0,0.0,7.92,0.0,8.0
19511,663,18,17,0.0,68,1953-01-01,3,0.0,False,4.0,0.0,8.0,0.0,13.0,7.142857142857142,8.0
19513,651,15,19,0.0,37,1953-01-01,3,0.0,False,17.0,0.0,8.0,0.0,14.666666666666666,0.0,8.0
20255,498,13,3,2.0,11,1953-01-01,3,50.0,True,8.125,25.0,8.0,0.0,7.92,0.0,8.0
19514,647,2,1,8.0,1,1953-01-01,4,66.66666666666666,True,7.777777777777778,66.66666666666666,8.0,71.42857142857143,8.333333333333334,107.14285714285714,8.0
19515,633,5,2,6.0,1,1953-01-01,4,33.33333333333333,True,9.75,66.66666666666666,8.0,14.285714285714285,9.642857142857142,107.14285714285714,8.0
19517,640,9,4,3.0,11,1953-01-01,4,0.0,False,9.333333333333334,50.0,8.0,0.0,11.705882352941176,0.0,8.0
19518,427,8,5,2.0,11,1953-01-01,4,0.0,False,8.333333333333334,0.0,8.0,0.0,11.126760563380282,14.285714285714285,8.0
19519,578,7,6,0.0,11,1953-01-01,4,0.0,False,8.428571428571429,66.66666666666666,8.0,14.285714285714285,7.473684210526316,7.142857142857142,8.0
19521,627,13,8,0.0,13,1953-01-01,4,0.0,False,12.3,66.66666666666666,8.0,0.0,10.515151515151516,107.14285714285714,8.0
19525,660,10,12,0.0,3,1953-01-01,4,0.0,False,9.833333333333334,50.0,8.0,0.0,12.227272727272727,0.0,8.0
19526,651,17,13,0.0,5,1953-01-01,4,0.0,False,16.0,0.0,8.0,0.0,14.666666666666666,0.0,8.0
